1,01/03/2025,10:04:22,b'Reed-Solomon Decoded Message: 0,0,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.68,20.01,(length < 90)
2,01/03/2025,10:04:23,b'Reed-Solomon Decoded Message: 1,1,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.63,19.95,(length < 90)
3,01/03/2025,10:04:24,b'Reed-Solomon Decoded Message: 2,2,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.64,19.91,(length < 90)
4,01/03/2025,10:04:25,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
5,01/03/2025,10:04:27,b'Reed-Solomon Decoded Message: 4,4,0.000000,0.000000,0/0/2000,8:4:28,0.00,0.00,0.00,0,1025.59,19.88,(length < 90)
6,01/03/2025,10:04:28,b'Reed-Solomon Decoded Message: 5,5,0.000000,0.000000,0/0/2000,8:4:29,0.00,0.00,0.00,0,1025.61,19.89,(length < 90)
7,01/03/2025,10:04:29,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
8,01/03/2025,10:04:30,b'Reed-Solomon Decoded Message: 7,7,0.000000,0.000000,0/0/2000,8:4:31,0.00,0.00,0.00,0,1025.62,19.91,(length < 90)
9,01/03/2025,10:04:31,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
10,01/03/2025,10:04:33,b'Reed-Solomon Decoded Message: 9,9,0.000000,0.000000,0/0/2000,8:4:34,0.00,0.00,0.00,0,1025.68,19.92,(length < 90)
11,01/03/2025,10:04:35,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
12,01/03/2025,10:04:51,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
13,01/03/2025,10:04:52,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
14,01/03/2025,10:04:57,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
15,01/03/2025,10:05:02,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
16,01/03/2025,10:05:09,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
17,01/03/2025,10:05:09,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
18,01/03/2025,10:05:26,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
19,01/03/2025,10:05:32,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
20,01/03/2025,10:05:33,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
21,01/03/2025,10:05:37,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
22,01/03/2025,10:05:41,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
23,01/03/2025,10:05:45,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
24,01/03/2025,10:05:48,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
25,01/03/2025,10:05:55,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
26,01/03/2025,10:06:03,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
27,01/03/2025,10:06:22,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
28,01/03/2025,10:06:51,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
29,01/03/2025,10:07:03,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
30,01/03/2025,10:07:04,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
31,01/03/2025,10:07:12,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
32,01/03/2025,10:07:18,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
33,01/03/2025,10:07:20,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
34,01/03/2025,10:07:27,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
35,01/03/2025,10:07:37,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
36,01/03/2025,10:07:42,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
37,01/03/2025,10:07:55,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
38,01/03/2025,10:08:07,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
39,01/03/2025,10:08:19,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
40,01/03/2025,10:08:21,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
41,01/03/2025,10:08:22,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
42,01/03/2025,10:08:43,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
43,01/03/2025,10:08:45,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
44,01/03/2025,10:09:17,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
45,01/03/2025,10:09:34,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
46,01/03/2025,10:10:03,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
47,01/03/2025,10:10:17,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
48,01/03/2025,10:10:25,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
49,01/03/2025,10:10:26,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
50,01/03/2025,10:10:37,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
51,01/03/2025,10:10:39,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
52,01/03/2025,10:10:42,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
53,01/03/2025,10:10:46,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
54,01/03/2025,10:10:50,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
55,01/03/2025,10:10:51,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
56,01/03/2025,10:11:02,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
57,01/03/2025,10:11:15,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
58,01/03/2025,10:11:25,b'Error: Invalid payload size for decoding.\r\n',,,,,,,,,,,
