12/04/2025,11:03:43,b'Received packet: 158,38.370300,21.777313,12/4/2025,8:3:42,1.65,6.18,11.43,9,1011.88,18.65\r\n'
12/04/2025,11:03:43,b'Received packet: 159,38.370304,21.777313,12/4/2025,8:3:43,1.57,6.18,11.13,7,1011.91,18.66\r\n'
12/04/2025,11:03:44,b'Received packet: 160,38.370304,21.777313,12/4/2025,8:3:43,1.57,6.18,11.27,7,1011.90,18.66\r\n'
12/04/2025,11:03:44,b'Received packet: 161,38.370305,21.777313,12/4/2025,8:3:44,1.61,6.68,11.65,8,1011.85,18.66\r\n'
12/04/2025,11:03:45,b'Received packet: 162,38.370305,21.777313,12/4/2025,8:3:44,1.61,6.68,11.89,8,1011.82,18.67\r\n'
12/04/2025,11:03:45,b'Received packet: 163,38.370303,21.777312,12/4/2025,8:3:45,1.81,2.39,12.10,8,1011.80,18.69\r\n'
12/04/2025,11:03:46,b'Received packet: 164,38.370295,21.777307,12/4/2025,8:3:46,2.11,2.39,11.46,8,1011.87,18.71\r\n'
12/04/2025,11:03:47,b'Received packet: 165,38.370295,21.777307,12/4/2025,8:3:46,2.11,2.39,11.32,8,1011.89,18.70\r\n'
12/04/2025,11:03:47,b'Received packet: 166,38.370291,21.777303,12/4/2025,8:3:47,1.06,2.39,11.30,8,1011.89,18.70\r\n'
12/04/2025,11:03:48,b'Received packet: 167,38.370291,21.777303,12/4/2025,8:3:47,1.06,2.39,11.58,8,1011.91,18.71\r\n'
12/04/2025,11:03:48,b'Received packet: 168,38\xae373r92,21.7w7301,11/4/\x02025,8:3:88,0.44,\x12.39f11.55,8,15a1.86,;8N;2\r\n'
12/04/2025,11:03:49,b'Received packet: 169,38.370292,21.777301,12/4/2025,8:3:48,0.44,2.39,11.53,8,1011.87,18.73\r\n'
12/04/2025,11:03:50,b'Received packet: 170,38.370286,21.777302,12/4/2025,8:3:49,0.63,2.39,11.52,8,1011.87,18.74\r\n'
12/04/2025,11:03:50,b'Received packet: 171,38.370283,21.777303,12/4/2025,8:3:50,0.87,2.39,11.39,8,1011.88,18.74\r\n'
12/04/2025,11:03:51,b'Received packet: 172,38.370283,21.777303,12/4/2025,8:3:50,0.87,2.39,11.54,8,1011.87,18.75\r\n'
12/04/2025,11:03:51,b'Received packet: 173,38.370280,21.777304,12/4/2025,8:3:51,0.70,2.39,11.16,8,1011.91,18.75\r\n'
12/04/2025,11:03:52,b'Received packet: 174,38.370280,21.777304,12/4/2025,8:3:51,0.70,2.39,11.14,8,1011.91,18.75\r\n'
12/04/2025,11:03:53,b'Received packet: 175,38.370278,21.777304,12/4/2025,8:3:52,0.70,2.39,10.93,8,1011.94,18.76\r\n'
12/04/2025,11:03:53,b'Received packet: 176,38.370280,21.777304,12/4/2025,8:3:53,0.48,2.39,11.04,8,1011.92,18.76\r\n'
