0,0,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.68,20.01
1,1,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.63,19.95
2,2,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.64,19.91
3,3,0.000000,0.000000,0/0/2000,0:0:0,0.00,0.00,0.00,0,1025.59,19.90
4,4,0.000000,0.000000,0/0/2000,8:4:28,0.00,0.00,0.00,0,1025.59,19.88
5,5,0.000000,0.000000,0/0/2000,8:4:29,0.00,0.00,0.00,0,1025.61,19.89
6,6,0.000000,0.000000,0/0/2000,8:4:30,0.00,0.00,0.00,0,1025.60,19.92
7,7,0.000000,0.000000,0/0/2000,8:4:31,0.00,0.00,0.00,0,1025.62,19.91
8,8,0.000000,0.000000,0/0/2000,8:4:32,0.00,0.00,0.00,0,1025.65,19.91
9,9,0.000000,0.000000,0/0/2000,8:4:34,0.00,0.00,0.00,0,1025.68,19.92
10,10,0.000000,0.000000,0/0/2000,8:4:35,0.00,0.00,0.00,0,1025.63,19.91
11,11,0.000000,0.000000,0/0/2000,8:4:36,0.00,0.00,0.00,0,1025.62,19.93
12,12,0.000000,0.000000,0/0/2000,8:4:37,0.00,0.00,0.00,0,1025.65,19.92
13,13,0.000000,0.000000,0/0/2000,8:4:38,0.00,0.00,0.00,0,1025.62,19.91
14,14,0.000000,0.000000,0/0/2000,8:4:39,0.00,0.00,0.00,0,1025.63,19.95
15,15,0.000000,0.000000,0/0/2000,8:4:41,0.00,0.00,0.00,0,1025.64,20.00
16,16,0.000000,0.000000,0/0/2000,8:4:42,0.00,0.00,0.00,0,1025.61,20.03
17,17,0.000000,0.000000,0/0/2000,8:4:43,0.00,0.00,0.00,0,1025.64,20.02
18,18,0.000000,0.000000,0/0/2000,8:4:44,0.00,0.00,0.00,0,1025.66,20.06
19,19,0.000000,0.000000,0/0/2000,8:4:45,0.00,0.00,0.00,0,1025.62,20.07
20,20,0.000000,0.000000,1/3/2025,8:4:46,0.00,0.00,0.00,0,1025.61,20.07
21,21,0.000000,0.000000,1/3/2025,8:4:48,0.00,0.00,0.00,0,1025.61,20.06
22,22,0.000000,0.000000,1/3/2025,8:4:49,0.00,0.00,0.00,0,1025.63,20.03
23,23,0.000000,0.000000,1/3/2025,8:4:50,0.00,0.00,0.00,0,1025.58,20.01
24,24,0.000000,0.000000,1/3/2025,8:4:50,0.00,0.00,0.00,0,1025.61,20.01
25,25,0.000000,0.000000,1/3/2025,8:4:52,0.00,0.00,0.00,0,1025.64,20.02
26,26,0.000000,0.000000,1/3/2025,8:4:53,0.00,0.00,0.00,0,1025.64,20.02
27,27,0.000000,0.000000,1/3/2025,8:4:55,0.00,0.00,0.00,0,1025.62,20.09
28,28,38.331070,21.768208,1/3/2025,8:4:55,0.02,0.00,0.00,0,1025.64,20.08
29,29,38.331070,21.768214,1/3/2025,8:4:57,0.02,0.00,2.80,6,1025.61,20.06
30,30,38.331070,21.768214,1/3/2025,8:4:57,0.02,0.00,2.80,6,1025.62,20.04
31,31,38.331070,21.768214,1/3/2025,8:4:57,0.02,0.00,2.80,6,1025.59,20.07
32,32,38.331068,21.768224,1/3/2025,8:5:1,0.07,0.00,2.80,6,1025.59,20.11
33,33,38.331070,21.768227,1/3/2025,8:5:2,0.09,0.00,4.30,6,1025.59,20.11
34,34,38.331070,21.768228,1/3/2025,8:5:3,0.06,0.00,4.30,7,1025.62,20.12
35,35,38.331070,21.768228,1/3/2025,8:5:3,0.06,0.00,4.30,7,1025.62,20.10
36,36,38.331070,21.768228,1/3/2025,8:5:3,0.06,0.00,4.30,7,1025.61,20.11
37,37,38.331070,21.768228,1/3/2025,8:5:3,0.06,0.00,4.30,7,1025.58,20.11
38,38,38.331077,21.768232,1/3/2025,8:5:8,0.04,0.00,4.00,7,1025.58,20.12
39,39,38.331077,21.768232,1/3/2025,8:5:9,0.09,0.00,4.10,7,1025.58,20.15
40,40,38.331078,21.768232,1/3/2025,8:5:10,0.09,0.00,4.10,7,1025.59,20.14
41,41,38.331078,21.768232,1/3/2025,8:5:10,0.09,0.00,4.10,7,1025.60,20.15
42,42,38.331078,21.768232,1/3/2025,8:5:10,0.09,0.00,4.10,7,1025.59,20.13
43,43,38.331082,21.768235,1/3/2025,8:5:14,0.07,0.00,4.10,7,1025.58,20.13
44,44,38.331082,21.768235,1/3/2025,8:5:15,0.06,0.00,4.30,7,1025.59,20.09
45,45,38.331082,21.768235,1/3/2025,8:5:16,0.06,0.00,4.30,7,1025.60,20.09
46,46,38.331082,21.768235,1/3/2025,8:5:16,0.06,0.00,4.30,7,1025.66,20.08
47,47,38.331082,21.768235,1/3/2025,8:5:16,0.06,0.00,4.30,7,1025.63,20.07
48,48,38.331084,21.768233,1/3/2025,8:5:20,0.15,0.00,4.30,7,1025.64,20.05
49,49,38.331083,21.768229,1/3/2025,8:5:21,0.06,0.00,4.20,9,1025.62,20.06
50,50,38.331084,21.768227,1/3/2025,8:5:22,0.17,0.00,4.10,9,1025.61,20.04
51,51,38.331084,21.768227,1/3/2025,8:5:22,0.17,0.00,4.10,9,1025.64,20.07
52,52,38.331084,21.768227,1/3/2025,8:5:22,0.17,0.00,4.10,9,1025.61,20.03
53,53,38.331084,21.768227,1/3/2025,8:5:22,0.17,0.00,4.10,9,1025.62,20.04
54,54,38.331087,21.768216,1/3/2025,8:5:27,0.09,0.00,3.30,9,1025.61,20.02
55,55,38.331087,21.768215,1/3/2025,8:5:28,0.02,0.00,3.30,9,1025.63,20.02
56,56,38.331087,21.768215,1/3/2025,8:5:29,0.02,0.00,3.20,9,1025.63,20.05
57,57,38.331087,21.768215,1/3/2025,8:5:29,0.02,0.00,3.20,9,1025.62,20.07
58,58,38.331087,21.768215,1/3/2025,8:5:29,0.02,0.00,3.20,9,1025.64,20.09
59,59,38.331086,21.768211,1/3/2025,8:5:33,0.09,0.00,3.20,9,1025.67,20.15
60,60,38.331085,21.768211,1/3/2025,8:5:34,0.04,0.00,3.20,10,1025.62,20.13
61,61,38.331085,21.768210,1/3/2025,8:5:35,0.04,0.00,3.10,10,1025.58,20.16
62,62,38.331085,21.768210,1/3/2025,8:5:35,0.04,0.00,3.10,10,1025.58,20.17
63,63,38.331085,21.768210,1/3/2025,8:5:35,0.04,0.00,3.10,10,1025.58,20.16
65,65,38.331084,21.768208,1/3/2025,8:5:40,0.06,0.00,3.70,10,1025.57,20.17
66,66,38.331084,21.768208,1/3/2025,8:5:41,0.06,0.00,3.70,10,1025.58,20.17
67,67,38.331084,21.768208,1/3/2025,8:5:41,0.06,0.00,3.70,10,1025.59,20.16
68,68,38.331084,21.768208,1/3/2025,8:5:41,0.06,0.00,3.70,10,1025.54,20.12
69,69,38.331084,21.768207,1/3/2025,8:5:45,0.04,0.00,3.70,10,1025.62,20.10
70,70,38.331084,21.768206,1/3/2025,8:5:46,0.00,0.00,4.10,10,1025.61,20.08
71,71,38.331082,21.768207,1/3/2025,8:5:47,1.22,146.54,4.10,10,1025.63,20.08
72,72,38.331082,21.768207,1/3/2025,8:5:47,1.22,146.54,4.10,10,1025.68,20.08
73,73,38.331082,21.768207,1/3/2025,8:5:47,1.22,146.54,4.10,10,1026.94,20.03
74,74,38.331082,21.768207,1/3/2025,8:5:47,1.22,146.54,4.10,10,1026.01,20.17
75,75,38.331080,21.768198,1/3/2025,8:5:52,0.54,128.88,4.80,9,1025.70,19.96
76,76,38.331080,21.768196,1/3/2025,8:5:53,0.87,128.88,5.10,10,1025.65,19.92
77,77,38.331080,21.768196,1/3/2025,8:5:53,0.87,128.88,5.10,10,1025.71,19.95
78,78,38.331080,21.768196,1/3/2025,8:5:53,0.87,128.88,5.10,10,1025.66,19.84
79,79,38.331080,21.768196,1/3/2025,8:5:53,0.87,128.88,5.10,10,1025.67,19.71
80,80,38.331069,21.768207,1/3/2025,8:5:58,1.41,192.56,5.90,10,1025.76,19.69
81,81,38.331066,21.768203,1/3/2025,8:5:59,1.37,192.56,5.70,10,1025.71,19.69
82,82,38.331066,21.768203,1/3/2025,8:5:59,1.37,192.56,5.70,10,1025.75,19.68
83,83,38.331066,21.768203,1/3/2025,8:5:59,1.37,192.56,5.70,10,1025.73,19.66
84,84,38.331066,21.768203,1/3/2025,8:5:59,1.37,192.56,5.70,10,1025.71,19.63
85,85,38.331070,21.768170,1/3/2025,8:6:4,2.50,261.52,4.10,10,1025.70,19.62
86,86,38.331069,21.768164,1/3/2025,8:6:5,1.02,261.52,4.00,10,1025.70,19.60
87,87,38.331069,21.768164,1/3/2025,8:6:5,1.02,261.52,4.00,10,1025.72,19.62
88,88,38.331069,21.768164,1/3/2025,8:6:5,1.02,261.52,4.00,10,1025.72,19.60
89,89,38.331069,21.768164,1/3/2025,8:6:5,1.02,261.52,4.00,10,1025.76,19.62
90,90,38.331073,21.768150,1/3/2025,8:6:10,0.57,258.63,4.60,10,1025.79,19.65
91,91,38.331075,21.768144,1/3/2025,8:6:11,1.11,258.63,4.70,10,1025.79,19.60
92,92,38.331075,21.768144,1/3/2025,8:6:11,1.11,258.63,4.70,10,1025.75,19.63
93,93,38.331075,21.768144,1/3/2025,8:6:11,1.11,258.63,4.70,10,1025.73,19.60
94,94,38.331075,21.768144,1/3/2025,8:6:11,1.11,258.63,4.70,10,1025.80,19.55
95,95,38.331071,21.768147,1/3/2025,8:6:16,0.85,226.38,4.10,10,1025.77,19.46
96,96,38.331071,21.768145,1/3/2025,8:6:17,1.06,226.38,4.30,10,1025.71,19.48
97,97,38/331071,21.768145,1/3/2025,8:6:17,1.06,226.38,4.30,10,1025.90,19.53
98,98,38.331071,21.768145,1/3/2025,8:6:17,1.06,226.38,4.30,10,1025.75,19.58
99,99,38.331071,21.768145,1/3/2025,8:6:17,1.06,226.38,4.30,10,1025.74,19.59
100,100,38.331054,21.768120,1/3/2025,8:6:22,3.00,240.80,4.20,11,1025.76,19.63
101,101,38.331051,21.768112,1/3/2025,8:6:23,1.83,243.94,4.20,11,1025.75,19.63
102,102,38.331051,21.768112,1/3/2025,8:6:23,1.83,243.94,4.20,11,1025.74,19.69
103,103,38.331051,21.768112,1/3/2025,8:6:23,1.83,243.94,4.20,11,1025.78,19.75
104,104,38.331031,21.768077,1/3/2025,8:6:27,4.98,239.71,4.20,11,1026.08,19.85
105,105,38.331029,21.768065,1/3/2025,8:6:28,3.83,245.39,4.90,11,1026.05,19.94
106,106,38.331025,21.768060,1/3/2025,8:6:29,3.83,245.39,4.90,11,1026.02,19.99
107,107,38.331025,21.768060,1/3/2025,8:6:29,3.83,245.39,4.90,11,1025.99,20.08
108,108,38.331025,21.768060,1/3/2025,8:6:29,3.83,245.39,4.90,11,1025.95,20.17
109,109,38.331022,21.768018,1/3/2025,8:6:33,3.93,273.90,4.90,11,1025.74,20.23
111,111,38.331021,21.767998,1/3/2025,8:6:35,3.07,271.58,5.20,11,1025.68,20.25
112,112,38.331021,21.767998,1/3/2025,8:6:35,3.07,271.58,5.20,11,1025.68,20.22
113,113,38.331021,21.767998,1/3/2025,8:6:35,3.07,271.58,5.20,11,1025.70,20.17
114,114,38.331031,21.767953,1/3/2025,8:6:39,3.76,286.50,3.60,11,1025.72,20.10
115,115,38.331034,21.767941,1/3/2025,8:6:40,4.07,285.22,3.40,11,1025.67,20.00
116,116,38.331034,21.767941,1/3/2025,8:6:40,4.07,285.22,3.40,11,1025.71,19.89
117,117,38.331034,21.767941,1/3/2025,8:6:40,4.07,285.22,3.40,11,1025.75,19.75
118,118,38.331059,21.767904,1/3/2025,8:6:44,2.87,314.17,3.40,11,1025.72,19.54
119,119,38.331064,21.767898,1/3/2025,8:6:45,2.57,313.42,2.70,10,1025.76,19.53
120,120,38.331069,21.767888,1/3/2025,8:6:46,2.57,313.42,3.20,10,1025.73,19.56
121,121,38.331069,21.767888,1/3/2025,8:6:46,2.57,313.42,3.20,10,1025.76,19.53
122,122,38.331069,21.767888,1/3/2025,8:6:46,2.57,313.42,3.20,10,1025.74,19.54
123,123,38.331106,21.767861,1/3/2025,8:6:50,2.67,340.06,3.20,10,1025.75,19.42
124,124,38.331113,21.767859,1/3/2025,8:6:51,2.78,342.41,3.00,11,1025.78,19.17
125,125,38.331113,21.767859,1/3/2025,8:6:51,2.78,342.41,3.00,11,1025.77,19.16
126,126,38.331113,21.767859,1/3/2025,8:6:51,2.78,342.41,3.00,11,1026.99,19.20
127,127,38.331113,21.767859,1/3/2025,8:6:51,2.78,342.41,3.00,11,1025.80,19.20
128,128,38.331159,21.767840,1/3/2025,8:6:56,3.28,343.13,3.30,11,1025.82,19.13
129,129,38.331163,21.767839,1/3/2025,8:6:57,1.00,343.13,3.20,11,1025.82,19.03
130,130,38.331163,21.767839,1/3/2025,8:6:57,1.00,343.13,3.20,11,1025.84,18.97
131,131,38.331163,21.767839,1/3/2025,8:6:57,1.00,343.13,3.20,11,1025.76,18.95
132,132,38.331197,21.767826,1/3/2025,8:7:1,3.82,341.92,3.20,11,1025.77,18.98
133,133,38.331205,21.767822,1/3/2025,8:7:2,2.93,340.64,3.10,11,1025.75,19.04
135,135,38.331213,21.767816,1/3/2025,8:7:3,2.93,340.64,3.20,11,1025.79,18.97
136,136,38.331213,21.767816,1/3/2025,8:7:3,2.93,340.64,3.20,11,1025.83,19.00
137,137,38.331259,21.767776,1/3/2025,8:7:7,4.13,328.74,3.20,11,1025.80,19.03
138,138,38.331266,21.767773,1/3/2025,8:7:8,2.96,336.05,4.00,11,1025.83,18.98
139,139,38.331271,21.767770,1/3/2025,8:7:9,2.96,336.05,3.80,11,1025.79,18.98
141,141,38.331271,21.767770,1/3/2025,8:7:9,2.96,336.05,3.80,11,1025.81,18.97
142,142,38.331305,21.767748,1/3/2025,8:7:13,6.20,326.85,3.80,11,1025.77,18.97
143,143,38.331318,21.767736,1/3/2025,8:7:14,6.80,326.11,4.30,11,1025.80,19.03
144,144,38.331331,21.767728,1/3/2025,8:7:15,6.80,326.11,4.30,11,1025.82,18.94
145,145,38.331331,21.767728,1/3/2025,8:7:15,6.80,326.11,4.30,11,1025.86,18.88
146,146,38.331331,21.767728,1/3/2025,8:7:15,6.80,326.11,4.30,11,1025.86,18.82
147,147,38.331367,21.767707,1/3/2025,8:7:19,3.83,335.26,4.50,11,1025.86,18.74
148,148,38.331375,21.767703,1/3/2025,8:7:20,3.63,337.07,4.50,11,1025.85,18.69
149,149,38.331375,21.767703,1/3/2025,8:7:20,3.63,337.07,4.50,11,1025.85,18.71
150,150,38.331375,21.767703,1/3/2025,8:7:20,3.63,337.07,4.50,11,1025.88,18.63
151,151,38.331375,21.767703,1/3/2025,8:7:20,3.63,337.07,4.50,11,1025.84,18.61
